Subject,openingHoursSpecification,má-kontakt,hasEnd,hasEmail,má-vstupné,hasBeginning,Description (cs),Description (en),rest,má-vykonavatele-majetkových-práv-autorských-u-autorského-díla,inXSDDateTimeStamp,hasURL,druh (cs),druh (en),má-přílohu,downloadUrl,databáze-chráněná-zvláštními-právy-pořizovatele-databáze,legalName (cs),notation,má-podmínky-užití,geometry,first,originální-databáze,licence-autorského-díla,coordinates,encodingFormat,obsahuje-více-autorských-děl,Type,má-časový-interval,Title (cs),Title (en),superEvent,obsahuje-osobní-údaje,type,obsahuje-autorské-dílo
https://blank_Nodes_IRI.org/652,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/11/salak-foto-ztracene-zeme-scaled.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2461,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2462,,,2464,,,2463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2463,,,,,,,,,,,2024-12-05T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2464,,,,,,,,,,,2024-12-19T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/121,,,,,,,,,,,,,,,,,,,,,,,,,2220,,,,,,,,,,
https://blank_Nodes_IRI.org/730,,,,pecinkova@ticbrno.cz,,,,,,,,https://www.gotobrno.cz/akce/pruvodcovske-sluzby-zakladni-okruhy-2/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/738,,,,pecinkova@ticbrno.cz,,,,,,,,https://www.gotobrno.cz/akce/pruvodcovske-sluzby-zakladni-okruhy-4/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/122,,,,KLASTERNI@POST.CZ,,,,,,,,https://www.gotobrno.cz/akce/cimbalove-ctvrtky-v-klasterni-vinarne-5/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/124,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/12/img-20240815-wa0002.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2466,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2467,,,2469,,,2468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2468,,,,,,,,,,,2024-12-05T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2469,,,,,,,,,,,2025-03-08T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/557,,,,,,,,,,,,,,,,,,,,,,,,,2222,,,,,,,,,,
https://blank_Nodes_IRI.org/739,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2021/06/10-brno-funkcionalisticke-hd.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/558,,,,,,,,,,,,https://www.gotobrno.cz/akce/monogramista-t-d-partitura-padajicich-snehovych-vlocek-zimni-udalost-2024/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/559,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/11/janacek.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2473,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2474,,,2476,,,2475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2475,,,,,,,,,,,2024-12-09T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2476,,,,,,,,,,,2024-12-31T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/622,,,,,,,,,,,,,,,,,,,,,,,,,2224,,,,,,,,,,
https://blank_Nodes_IRI.org/623,,,,,,,,,,,,https://www.gotobrno.cz/akce/ochutnavka-italske-kavy-galliano/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/625,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/12/20241206_151038-scaled.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2478,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2479,,,2481,,,2480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2480,,,,,,,,,,,2024-12-11T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2481,,,,,,,,,,,2024-12-31T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/916,,,,,,,,,,,,,,,,,,,,,,,,,2226,,,,,,,,,,
https://blank_Nodes_IRI.org/917,,,,,,,,,,,,https://www.gotobrno.cz/akce/vanoce-v-zorbas/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2471,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/919,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/12/20241205_042608-scaled.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2483,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2484,,,2486,,,2485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2485,,,,,,,,,,,2024-12-12T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2486,,,,,,,,,,,2025-02-12T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/876,,,,,,,,,,,,,,,,,,,,,,,,,2228,,,,,,,,,,
https://blank_Nodes_IRI.org/877,,,,urbancentrum@brno.cz,,,,,,,,https://www.gotobrno.cz/akce/trnita-uz-se-stavi/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/879,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/12/gtb.png,,,,,,,,,,png,,,,,,,,,
https://blank_Nodes_IRI.org/2488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2489,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2490,,,2492,,,2491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2491,,,,,,,,,,,2024-12-12T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2492,,,,,,,,,,,2024-12-17T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1048,,,,,,,,,,,,,,,,,,,,,,,,,2230,,,,,,,,,,
https://blank_Nodes_IRI.org/1049,,,,brno@bdc.cz,,,,,,,,https://www.gotobrno.cz/akce/vystava-buddhismus-diamantove-cesty-30-let-v-cr-50-let-na-zapade/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2487,,,2494,,,2493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1051,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/11/grafika-pro-facebook-kampan-02-na-tmave-pozadi.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2496,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2497,,,2499,,,2498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2498,,,,,,,,,,,2024-12-12T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2499,,,,,,,,,,,2025-01-12T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1015,,,,,,,,,,,,,,,,,,,,,,,,,2232,,,,,,,,,,
https://blank_Nodes_IRI.org/1016,,,,galeri@g13.cz,,,,,,,,https://www.gotobrno.cz/akce/vernisaz-vanocni-doteky-salon-vytvarniku-2024/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2493,,,,,,,,,,,2021-01-01T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1018,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/12/413909656_7061354623887437_6908147806143655521_n.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2501,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2502,,,2504,,,2503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2503,,,,,,,,,,,2024-12-17T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2504,,,,,,,,,,,2024-12-17T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/88,,,,,,,,,,,,,,,,,,,,,,,,,2234,,,,,,,,,,
https://blank_Nodes_IRI.org/89,,,,panenska@ticbrno.cz,,,,,,,,https://www.gotobrno.cz/akce/brno-a-jeho-chramy-zanikle-sakralni-stavby-v-brne-prednaska/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2494,,,,,,,,,,,2050-12-31T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/91,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/05/zanikle-sakralni-stavby.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2506,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2507,,,2509,,,2508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2508,,,,,,,,,,,2024-12-17T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2509,,,,,,,,,,,2024-12-17T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/809,,,,,,,,,,,,,,,,,,,,,,,,,2236,,,,,,,,,,
https://blank_Nodes_IRI.org/810,,,,info@pojdrandit.cz,,,,,,,,https://www.gotobrno.cz/akce/speed-dating-13/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/701,,,,,,,,,,,,,,,,,,,,,,,,,2238,,,,,,,,,,
https://blank_Nodes_IRI.org/812,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/11/speed-dating-17-12-go-to-brno-scaled.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2511,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2512,,,2514,,,2513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2513,,,,,,,,,,,2024-12-17T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2514,,,,,,,,,,,2024-12-17T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/631,,,,,,,,,,,,,,,,,,,,,,,,,2240,,,,,,,,,,
https://blank_Nodes_IRI.org/632,,,,,,,,,,,,https://www.gotobrno.cz/akce/ohen-a-popel-9/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/702,,,,skolniprohlidky@ticbrno.cz,,,,,,,,https://www.gotobrno.cz/akce/prohlidky-brna-pro-skoly-dalsi-nabidka/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/633,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/05/c30959ff-dbp_ohen_popel_foto-jakostare_1-1024x882-1.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2516,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2517,,,2519,,,2518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2518,,,,,,,,,,,2024-12-17T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2519,,,,,,,,,,,2024-12-17T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/165,,,,,,,,,,,,,,,,,,,,,,,,,2242,,,,,,,,,,
https://blank_Nodes_IRI.org/166,,,,companyklement@gmail.com,,,,,,,,https://www.gotobrno.cz/akce/daniel-hulka-recital-2/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/731,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2021/06/dsc_7323-pano-hdr-edit_foto-michal-ruzicka-tic-brno.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/703,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2023/02/mg_0069-min-scaled.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/168,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2017/06/cerveny.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2525,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2526,,,2528,,,2527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2527,,,,,,,,,,,2024-12-17T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2528,,,,,,,,,,,2024-12-17T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/627,,,,,,,,,,,,,,,,,,,,,,,,,2244,,,,,,,,,,
https://blank_Nodes_IRI.org/628,,,,,,,,,,,,https://www.gotobrno.cz/akce/ohen-a-popel-10/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/629,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/05/c30959ff-dbp_ohen_popel_foto-jakostare_1-1024x882-1.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2530,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2531,,,2533,,,2532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2532,,,,,,,,,,,2024-12-17T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2533,,,,,,,,,,,2024-12-17T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/789,,,,,,,,,,,,,,,,,,,,,,,,,2246,,,,,,,,,,
https://blank_Nodes_IRI.org/790,,,,basnicivcesku@gmail.com,,,,,,,,https://www.gotobrno.cz/akce/skryta-tvar-ceske-literatury-ivan-divis/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/792,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/12/405770117_7897237023624133_8307928554074781018_n.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2523,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2535,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2536,,,2538,,,2537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2537,,,,,,,,,,,2024-12-17T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2538,,,,,,,,,,,2024-12-17T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/62,,,,,,,,,,,,,,,,,,,,,,,,,2248,,,,,,,,,,
https://blank_Nodes_IRI.org/63,,,,,,,,,,,,https://www.gotobrno.cz/akce/bastl-jam/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/64,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/11/6682b1b76a682.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2540,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2542,,,2544,,,2543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2543,,,,,,,,,,,2024-12-17T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2544,,,,,,,,,,,2024-12-17T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/243,,,,,,,,,,,,,,,,,,,,,,,,,2251,,,,,,,,,,
https://blank_Nodes_IRI.org/244,,,,klub@alterna.cz,,,,,,,,https://www.gotobrno.cz/akce/god-and-eve-krstni-otcovia/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/246,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/11/god_and_eve.png,,,,,,,,,,png,,,,,,,,,
https://blank_Nodes_IRI.org/2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2541,,,2548,,,2547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2546,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2549,,,2551,,,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2550,,,,,,,,,,,2024-12-18T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2551,,,,,,,,,,,2024-12-18T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/43,,,,,,,,,,,,,,,,,,,,,,,,,2253,,,,,,,,,,
https://blank_Nodes_IRI.org/44,,,,panenska@ticbrno.cz,,,,,,,,https://www.gotobrno.cz/akce/autenticke-prohlidky-2023-nejvetsi-brnenske-varhany-zblizka/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/46,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2023/11/nejvetsi-brnenske-varhany-katedrala-foto_frantiska-foto-scaled.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2547,,,,,,,,,,,2021-01-01T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2553,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2554,,,2556,,,2555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2555,,,,,,,,,,,2024-12-18T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2556,,,,,,,,,,,2024-12-18T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/387,,,,,,,,,,,,,,,,,,,,,,,,,2255,,,,,,,,,,
https://blank_Nodes_IRI.org/388,,,,brno@europe-direct.cz,,,,,,,,https://www.gotobrno.cz/akce/kouzlo-evropskych-vanoc-objevte-svatecni-zvyky/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/390,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2017/06/knihovna.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2548,,,,,,,,,,,2050-12-31T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2558,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2559,,,2561,,,2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2560,,,,,,,,,,,2024-12-18T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2561,,,,,,,,,,,2024-12-18T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1083,,,,,,,,,,,,,,,,,,,,,,,,,2257,,,,,,,,,,
https://blank_Nodes_IRI.org/1084,,,,jiri.hejduk@luzanky.cz,,,,,,,,https://www.gotobrno.cz/akce/zivy-betlem-v-kurimi/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1086,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/12/img-20241016-wa0000.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/733,,,,,,,,,,,,,,,,,,,,,,,,,2259,,,,,,,,,,
